title,review,star
but this is not nearly as bad as the entire glass of liquid spilling,"My husband who has Parkinson Disease was spilling drinks often.  These cups work well.  If they do get knocked over a little liquid does spill out, but this is not nearly as bad as the entire glass of liquid spilling.  Yes, they are boring in looks, but the plain white manages to be not bad with other dishes.  they are reasonably priced with no shipping charge, so we could order just one to see how they worked before buying more.",4.0 out of 5 stars
Good for thick liquids. Lid comes off to easy.,"Cup design is great. Using for adult dementia who is on thick liquids. Only negative is the lid comes off to easy. She takes it off, or it flies off if she drops the cup.",4.0 out of 5 stars
disappointed,Lid is not snug in how it fits in to cup- would be better if it screwed on maybe. I returned as I was afraid my grandfather would spill the whole cup on himself if lid slid off. Amazon really helpful on return.,2.0 out of 5 stars
life saver,my mother has had several strokes and has advanced Alzheimer's. This has literately saved her life. She is unable to eat and drink herself so we can feed her liquid meal substitutes which has made her more comfortable,5.0 out of 5 stars
Vacuum control doesn't work. Not graduated.,"I got this for a client with dementia, and the vacuum control just doesn't work; I almost drowned him with it! The lid is slip-fit into the cup, so I don't think it makes a vacuum. It's not a bad cup, but the flow control was what we needed and what this cup's claim to fame was. It's also not graduated (marked like a measuring cup) as expected.",3.0 out of 5 stars
"While the idea of the cup is great, he is entirely unable to control his fingers ...","The product is as shown.  It make work for some, but the product info really needs to be updated.  It does not state that the user has to hold a finger over the hole, to control the flow of liquid.  I purchased this for my brother, who has end stage MS.  While the idea of the cup is great, he is entirely unable to control his fingers to cover the hole.  Thank you Amazon for processing my return easily!",2.0 out of 5 stars
"Minimal flow control with water or thin liquids, leakproof lid, excellent straw holder","Bought this to help my convalescing patient (who was too weak to use straws) drink fluids.  The flow control is minimal with thin liquids, and the mouthpiece is awkward.  The mouthpiece seems to be designed to hold a straw rather than fit in the mouth.  And if you use this cup with a straw, flow control is unnecessary.  I could not use this product to give water and thin liquids to my bedridden patient.  It may work well with thicker liquids, however.  But the lid is watertight and I find I am using it frequently as a straw holder cup now that my patient is stronger.",3.0 out of 5 stars
Not good for bed bound people,Not good for my family member. Water shoots out the little hole if you don't have your finger covering it. Also the lid doesn't snap on or screw on it just kinda slides on. The lid came off several times. I ended up buying a toddler supply cup. Do not recommend this cup for someone that cannot sit up to drink.,1.0 out of 5 stars
Love This Cup!,"I got this cup for my ailing mother and it has more than met my expectations. Hubby was skeptical at first, but soon saw how much it helped mom to drink liquids more comfortably. Highly recommend it!!!",5.0 out of 5 stars
Child’s sippy cup works better than this!,"If you or a member of your family is bedridden and can’t sit up to drink and you order this cup for them, buy them a towel as well.  They will get wet whether they put a finger over the hole or not.  Flow is not decreased at all.  A child’s sippy cup works better and will prevent a soaking.",1.0 out of 5 stars
"A bit pricey for an adult ""sippy"" cup, but worth it.","My husband is starting to have issues with dysphasia. He felt comfortable with this cup right away as he can control the flow of the liquid so easily and slow things down. Easy to clean (I hand wash it). Thick durable plastic, not cheap and thin. He can be in a semi-prone position and still drink safely. It has also helped to eliminate accidental spills.",5.0 out of 5 stars
Great cup for elderly,"At first I didn’t like this cup & thought it was too small but after giving it a second chance I love it.It is just the right size, and doesn’t spill .My moms hand shake and not even a drop spoils w",5.0 out of 5 stars
Spill proof with measurements.,Clear plastic mug for elderly with muscle or arthritis weakness. There is no handles so you will have to assist. The good thing  is the measurement Amounts printed on the side.,5.0 out of 5 stars
Not as described,"Doesn't work as described. According to the description, you should be able to tip this cup without water spilling out as long as you have your finger over the hole. This is not the case. All covering the hole does is slow the flow.",1.0 out of 5 stars
A great purchase!,"Loved everything!Used a straw and sipper as well. My dad was 94 and only cup that he could use with ease. We had to hold it for him but no problem as long as he could get his liquids.Big enough to function properly.What was important,  no dripping. A must have!",5.0 out of 5 stars
Fantastic cup / Fantástico vaso,"ENGLISH: This cup for people with disabilities has been a fantastic help to feed a relative with disabilities. We use several at a time, for different kinds of drinks. There is a model with the smaller hole, but for us this has been most useful model for thick drinks. The cap seal and prevent spillage.ESPAÑOL: Este vaso para personas con discapacidad ha sido de gran ayuda para alimentar a un pariente con discapacidad. Usamos varios a la vez, para diferentes clases de bebidas. Existe un modelo con el orificio más pequeño, pero para nosotros este modelo ha sido más útil para las bebidas espesas. La tapa cierra herméticamente y se evitan los derrames.",5.0 out of 5 stars
Good night table cup,I want a glass of water on my bedside table but more often than not I knock it over or spill it down my front as I try to take a sip in the night. I am not convalescing just clumsy. I liked the idea of a soppy cup but could not stand the thought of Mickey Mouse or some other character being on my bedside table. This fits the bill,5.0 out of 5 stars
Did not meet my needs,Cup was needed for an adult .  The cup is TOO small and lid too tight for an aging adult to get off.  Very disappointed,2.0 out of 5 stars
Too small,"Too small for an adult, and hard for my mom to sip on.",3.0 out of 5 stars
Just what he needed,My son is experiencing the onset of dysphagia and this cup is exactly what we needed to assist him with eating the foods he loves.,5.0 out of 5 stars
Waste of Money,"This does not work at all. I place my finger over the vent hole, and the beverage still pours out. This was a complete waste of money!",1.0 out of 5 stars
Great for Mom!,"This cup is substantial, easy to use and clean. It does not come apart, but is easy to take apart.",5.0 out of 5 stars
It is SMALL.,Not worth the money......It is way to small for someone that needs to drink 60 oz of water a day.  This thing is worthless for my wife.,1.0 out of 5 stars
exactly what my wife needed with suffering from huntington's disease ...,exactly what my wife needed with suffering from huntington's disease hdsa.org  able to control flow rate with vent hole,5.0 out of 5 stars
Highly recommend this cup,I Purchased this cup for my mom who is 87 years old. Gave her confidence to sip her water by herself. I definitely recommend this cup,5.0 out of 5 stars
Great for seniors,I bought to help my grandma drink in end stages of dementia. I was able to control the flow of liquid so she didnt choke. It worked perfect.,5.0 out of 5 stars
"Adult ""sippy"" cup","This cup is perfect for my elderly Mother. She tends to spill regular cups, so this adult ""sippy"" cup is ideal. The cup is rather small but ok volume for Mom.",4.0 out of 5 stars
Helped My Mom Who Suffered a Stroke,"I bought this for my mom who had a small stroke and had a hard time learning to swallow again.  This cup helped her limit the flow into her mouth and as a result, she wouldn't choke as often.  A straw can fit in the opening so that helped her on occasion.",5.0 out of 5 stars
Like it,The tip length is exaggerated in the photo. It is about half of that. Not complaining. It is just what I wanted.,5.0 out of 5 stars
Great for post wisdom teeth removal,"This is a great cup to use after wisdom teeth removal.  You cannot use straws after this surgery, so this cup worked great.",5.0 out of 5 stars
Terrific,"Used for a Parkinson's patient who was spilling multiple glasses of liquid every day.  No more spills, if the glass is tipped over a little spills out but that is it.",5.0 out of 5 stars
I am a little disappointed that the stopper was not included with the cup ...,"I am a little disappointed that the stopper was not included with the cup itself, which ultimately defeats the purpose of why it is generally purchased. For some",2.0 out of 5 stars
Great Idea,Clever adaption of cup lid to assist people with swallowing problems.,5.0 out of 5 stars
Easy does it,"My wife has Trigeminal neuralgia, a severely painful condition that often limits her ability to speak, eat or drink. The flow control on this cup is perfect for the times she can only ingest fluids. I always keep a pair on hand.",5.0 out of 5 stars
Helpful,"I bought two of these for my husband.  He is 87 yrs old, with arthritis in his hands.  I don't have to worry about the glass (plastic) being too heavy for him.  Less spill too, if he does drop it, because of the lid.  For elderly, do wish it had some grids on the sides though .... Guess that would help children too.",5.0 out of 5 stars
Not what I needed,This cup would be great if the cover screwed on. To easy to spill.,2.0 out of 5 stars
great find!,"works perfect for my mom, who spills things. Perfect size, I put a straw in the mouthpiece and mom doesn't have to tilt it back too far.",5.0 out of 5 stars
use with caustion,Works okay however uncovered rim of cup is excessively sharp,4.0 out of 5 stars
It does not control the flow.,"The instructions state ""to stop the liquid from flowing, place a finger back over the vent hole"". This barely slows the flow.",1.0 out of 5 stars
Cup does leak if turned over,My dad would knock over his drink constantly. The cup leaked.,3.0 out of 5 stars
Nice cup,Wish all assisted livings and nursing homes would use. I dislike seeing toddler cups being used.,5.0 out of 5 stars
Five Stars,works great for my mom with dementia,5.0 out of 5 stars
Larger spout opening is great for adults.,"Works well. The larger opening at the spout, is great. I ordered more..just a idea..make them in a larger cup size, using with Alzheimer's patients",4.0 out of 5 stars
Good enough quiality,Works perfect for my mom that has Parkinson's. Not five stars because when you put your finger on the little hole it doesn't completely stop the flow.,4.0 out of 5 stars
Good cup to drink in bed,"Good product, use it to moisten my parched throat without getting up at night. However, a drop or two does spill. Wish the spout was a bit narrower. Still it serves my purpose.",4.0 out of 5 stars
Great product,"This works well, my hubby loved while i was taking care of him.  It didn't matter the liquid, thick like boost or thin like ice tea, it worked well.  For a bed ridden person, this is a great.",5.0 out of 5 stars
NOT A FEEDING CUP,THIS IS NOT A FEEDING CUP THIS IS A DRINKING CUPO DO BUY IT AS A FEEDING CUP BUT IT IS NOT,5.0 out of 5 stars
Don't be fooled,"Doesn't work as described. According to the description, you should be able to tip this cup without water spilling out as long as you have your finger over the hole. This is not the case. All covering the hole does is slow the flow.",1.0 out of 5 stars
cup,"too small, doesn't  do the job",1.0 out of 5 stars
It would leak water all over me when I tried ...,It would leak water all over me when I tried to take my medicine early in the morning.  I finally gave up on it.,2.0 out of 5 stars
He said he could drink and adjust the flow whill laying down.,Just as described,5.0 out of 5 stars
Drinking cup,Cracked already and water went all over,1.0 out of 5 stars
Needed something that my mom could use for her morning ...,Needed something that my mom could use for her morning juice and this works well.  Small/light enough for her little hand and no more spills,5.0 out of 5 stars
Two Stars,Leaks from the lid. I use it for my wife who has MS. Drips on her shirt/dress.,2.0 out of 5 stars
Great for elderly or kids,I love these cups! Easy to drink from with or without a straw. Lids fit tight. Sturdy but lightweight. Pop them in the dishwasher.,5.0 out of 5 stars
Excellent Cup,This item was purchased for my bed-ridden mother.  This enabled us to provide liquids to her safely.  We used a straw with the cup to make it easier for her to drink.,5.0 out of 5 stars
Four Stars,"This was bought for my mother, who used it daily, without any difficulty.",4.0 out of 5 stars
Five Stars,Works very well for nursing home residents.,5.0 out of 5 stars
Five Stars,Works great!,5.0 out of 5 stars
No vacuum control,Holding your finger over the hole does nothing. The cup makes it easier to drink with less spills but one could choke if unable to lift their head. Disappointing.,1.0 out of 5 stars
Good quality,Perfect for my daughter,4.0 out of 5 stars
Spout was too large,"Bought this for my elderly mom who had aspiration problems but the spout opening was too big, same as a straw so never used it. Ended up using baby sippee cups from Dollar Tree.",1.0 out of 5 stars
Five Stars,Didn't work very good for us......,5.0 out of 5 stars
Perfect after jaw surgery,Tried many different cups but once I tried this one the hunt was over.,5.0 out of 5 stars
Two Stars,doesn't work for my mother's purpose.  Too small -- I didn't pay attention to dimensions when I ordered,2.0 out of 5 stars
One Star,Not controlled flow and lid pops off if dropped,1.0 out of 5 stars
Five Stars,Handy for elderly at bed rest.,5.0 out of 5 stars
Great cup!,Wonderful product!  Works well for my husband suffering Parkinson's.,5.0 out of 5 stars
A+,Great,5.0 out of 5 stars
Three Stars,it is ok,3.0 out of 5 stars
Four Stars,This is for my elderly mother-in-law.  It has worked well for her.,4.0 out of 5 stars
Three Stars,They are child size.,3.0 out of 5 stars
Thanks,This was a simple answer to a complex challenge.,5.0 out of 5 stars
Product leaked liquid.,Product leaked liquid.,1.0 out of 5 stars
Three Stars,Didn't help my geriatric mom :(,3.0 out of 5 stars
just what is required to avoid spilling and controlling the ...,just what is required  to avoid spilling and controlling the flow of liquid.,4.0 out of 5 stars
Save your money!,Save your money! The water flow is extremely difficult to control. I returned it 4 something much better.,1.0 out of 5 stars
No good for a baby or disabled adult,No good.,1.0 out of 5 stars
Very happy costumer,Very happy this product.... recommend,5.0 out of 5 stars
This cup is great for patients with dementia or in our case alzheimers,This cup is great for patients with dementia or in our case alzheimers.  If they throw or drop the cup the top stays on.  Great buy that arrived on time and works as described.  My only suggestion would be a handle for the patient to grasp.,4.0 out of 5 stars
Five Stars,perfect for my ill husband,5.0 out of 5 stars
Great price though,"I have ALS, and I thought this would eliminate my straw difficulties. However, I require others to feed me, so  it's taking more practice. Great price though!!",3.0 out of 5 stars
Two Stars,Cheap,2.0 out of 5 stars
Three Stars,patient has trouble drinking laying down,3.0 out of 5 stars
Five Stars,As expected,5.0 out of 5 stars
Too small and still leaks. If it has a ...,"Too small and still leaks.  If it has a lid, and if it’s for a convalescent, it should be spill proof.",1.0 out of 5 stars
"Great idea for people that are confined to bed, or that might otherwise spill a drink due to physical limitations or disability.","My father-in-law is stuck in bed, he can't walk, no walker no wheelchair can help him. He was drinking water out of plastic water bottles, he struggled because the bottles would crumble in his hand, thus it reduced the amount of water intake and that's bad, so I found this cup on Amazon. He liked it so much I ordered another the same day the first one arrived. He drinks more water than ever. The pour spout is smooth and works welol without spills. I would recommend this product! Great idea, great product.",5.0 out of 5 stars
Can puree whole fruit!,"I've been puree whole lemons, limes & grapefruit! Awesome!",5.0 out of 5 stars
Five Stars,Works great,5.0 out of 5 stars
Five Stars,My daughter needed this for jaw surgery. Lifesaving!!,5.0 out of 5 stars
Great cups,Great cups wish these had handles but works great,5.0 out of 5 stars
Quality product no leakage,Just exactly what I was looking for -works great!,5.0 out of 5 stars
Will diffienty buy again,My father loves it.,5.0 out of 5 stars
Five Stars,Great non-spill cup. I have a total of 6 of these and loved it.,5.0 out of 5 stars
Life saver,An absolute must have for oral/jaw post-op.,5.0 out of 5 stars
Five Stars,The best for my 89 yo mother that spills beverages daily. High quality. Will buy more.,5.0 out of 5 stars
Five Stars,The cup was great for my granddaughter.,5.0 out of 5 stars
Good at keeping a straw stable,"My mother hasn't used these to drink lying down, but they are good at keeping a straw relatively stable and offer some protection from spillage.",5.0 out of 5 stars
Five Stars,great,5.0 out of 5 stars
Four Stars,The flow cups are nice and were delivered on time.,4.0 out of 5 stars
Five Stars,Great,5.0 out of 5 stars
Five Stars,Worked great for my disables husband.,5.0 out of 5 stars
"The cup its self is fine, just not what was pictured","I did not receive what was pictured. I needed cups with a larger opening for thickened liquids. The cup I received had a small opening and a button to control flow. The cup its self is fine, just not what was pictured, Not what I needed.",1.0 out of 5 stars
Not the best choice,The lid isn't tight - i'm afraid of spillage and the cup is smaller than I expected.,3.0 out of 5 stars
"it was too small, and you could hardly read ...","it was too small, and you could hardly read the marking's in the cup where it's supposed to give you the ounces.",2.0 out of 5 stars
how does it work,dont know how it works still fast flo for someone who is laying down could choke how to use know directions,1.0 out of 5 stars
Vacuum control does not work !,"These cups are OK for someone who can drink pretty well.  However, holding your finger over the hole does NOT stop the flow.  Your designers should try it before they release it!  Also, if the convalescent bites down on the spout it can lever the fairly loose fitting cover off and spill the drink down his front.",2.0 out of 5 stars
Great All Around Cups,"These cups are great.  I used them for my husband throughout his illness.  Since then, I have moved into a studio apartment and use them to avoid ""mop ups"" in case I tip the cup over - there is minimal liquid to clean up.  My current ones are about 10 years old and still no problems with the lids sealing on.",5.0 out of 5 stars
buyer beware,pls be aware - this cup has sharp razor edges that will cut people.  they will not return - pls  be careful.  i purchased these cups from the wright stuff co and they wanted to charge me a 20% restock when the product was actually dangerous.,1.0 out of 5 stars
It works,This was very useful to my husband during his final illness. He could turn his head on the pillow and drink from it without spilling.,5.0 out of 5 stars
Great cup a little small however by it being small ...,Great cup a little small however by it being small it is also light weight. I use it for my dad who has difficulty swallowing after a stroke.  We have to use honey thick liquids and they flow through the hole in the spout just fine.,4.0 out of 5 stars
Great spill-proof product!!,"My dad used these cups when he was in an ortho-rehab facility.  When he came home, he still had difficulty drinking out of a regular cup.  I searched the internet and finally ordered from Amazon because they had the best price!!  The vendor is quick and the orders are filled accurately.  This is my second order; and two other families ordered them as well!  Awesome product!",5.0 out of 5 stars
Five Stars,Very helpful for my Mom,5.0 out of 5 stars
works great,"I bought this cup for my father who is bedridden now, and has become very weak in lifting things. This works perfectly. So I am happy with the purchase.",5.0 out of 5 stars
Great cup for elderly and surgery recovery!,Works as advertised.  Very helpful following my surgery and recovery!,5.0 out of 5 stars
Five Stars,Great product and a great price,5.0 out of 5 stars
