title,review,star
The Perfect Solution,"My husband recently suffered aspiration pneumonia and was cautioned to drink small sips of liquid at a time.  He has mobility issues with his hands so his caregiver and I were attempting to control the amount of liquid he could sip.  He had stopped drinking as much, which is not a good thing.  This cup, suggested by dysphagia staff at Huntington Memorial Hospital in Pasadena, CA, has been the perfect solution.  It works as described and the handles make it easy for my husband to handle the cup himself.  I don't have to worry that he is taking in too much liquid at a time.  I highly recommend this product.",5.0 out of 5 stars
Won't work with thickened beverages,Bought this for my wife who has serious swallowing problems. She can only drink thickened beverages. It wasn't until we received this and read the paperwork that we found this does NOT work with thickened beverages. And it is not returnable. So I am stuck with a $40 paperwight,1.0 out of 5 stars
Not a solution for my husband's dysphasia,"The cup was impossible to assemble, by me or the nurses in the nursing home, so I returned it.  Later he was giving one by a therapist in the nursing home, but it did not dispense enough liquid to be adequate for someone needing to push liquids to alleviate recurring UTI's.",2.0 out of 5 stars
Not worth the $ at all,"The cup leaks no matter what we do. My dad has to have nectar thick liquids after his stroke and it doesn't work at all with anything thick. The cup seems really cheaply made and cost is super high. If you can find another brand, do it!",1.0 out of 5 stars
it sorta works,"it does leak if you tilt it all the way up. If you drop it the lid comes off.it works........ ish and if you need one in a pinch.... and lets be honest, there is not much to choose from in this category. So if you need one, yeah but there is a lot of room for improvement.",2.0 out of 5 stars
Didn’t work as expected.,"Our doctor recommended the Provale cup after a swallow study.  This cup didn’t deliver measured liquid as expected. I purchased for my husband who has dysphasia due to progressive neurological disease.  He tried it for two weeks, but choked with most sips.  In order to get liquid out, he had to tip it to almost 90 degrees, and it sometimes leaked.  I felt we paid $36 for three pieces of plastic that just didn’t deliver what we needed.  Very disappointed.",1.0 out of 5 stars
Returned. Very bad design,Bad design. You have to tilt your head back to drink and that contributes to aspiration. Returned.,1.0 out of 5 stars
Product works great. We had to watch her to ensure she ...,"Purchased for my 93 year old mom while getting speech therapy for swallow issues. Product works great. We had to watch her to ensure she was only taking small sips, but this cup only lets her get small sips. This helped alleviate the worry out of having to constantly watch her. It is a bit hard to take apart for washing as it’s a snug fit, but it would leak if it were loose. Would highly recommend this product.",5.0 out of 5 stars
Dysphagia Cup,These cups have worked well for my mother who has Dysphagia.  They let her get off the thickened liquid that she hated and back onto water.The parts of the cup can be difficult to get apart and you have to be a little careful to keep from cracking the cup base. The brown lid cups I got release 1 tsp of fluid each time they are tipped up.,4.0 out of 5 stars
Really like these,Perfect for my husband.  He is on tube feeding because of having trouble swallowing.  We don’t have any problems with him getting to much fluids.,5.0 out of 5 stars
Love this cup,Love this cup it does what I need it to do. The price is too much. But it’s either this or add thickeners and my husband would rather not drink.,5.0 out of 5 stars
Pathetic excuse for a helpful device for stroke patients,"Pathetic device that leaked all over the front of my wife, a stroke victim,  this strikes me as cruel joke on those who have swallowing difficulty, would strongly recommend NOT purchasing this item.  To which is not eligible for returns",1.0 out of 5 stars
Leaks,"The lid to this expensive cup leaks, unfortunately, I was under a lot of stress and lost track of time since I purchased this product which came highly recommended and when I went to return it, it was past the 30-day policy.  upon the 1st 2 uses, noticed it leaked and spilled all over my now disabled father. The purpose of the cup is great for a stroke victim only if it did not leak from the lid.",1.0 out of 5 stars
Measures fluid to prevent chocking,Bought this for my 100 yr old mother with dementia.  It was recommended by a speech therapist.,5.0 out of 5 stars
Works good at delivering a small amount of liquid,"Was hard to snap together at first.  Works good at delivering a small amount of liquid.  I wish it was a bit more ""adult"" looking, but much better than a sippy cup for my teen just relearning how to drink/swallow.",4.0 out of 5 stars
This cup is WONDERFUL! My son has a tracheotomy and he has ...,"This cup is WONDERFUL! My son has a tracheotomy and he has problems with eating and drinking. This cup only allows a total of 10 cc. at a time and so that helps prevent him from taking too many fluids at one time and prevents aspiration. I had to buy this cup again because he threw his cup and it cracked... so I couldn't hardly wait to get another one back in.I would certainly suggest you try this cup if you might have the same problems as I have. It's not inexpensive, but certainly worth not having aspiration problems.",5.0 out of 5 stars
I bought this cup for my 92 year old Mother ...,"I bought this cup for my 92 year old Mother at the suggestion of her speech therapist.  She used it but balked about it.  We noticed her not drinking enough which could have resulted in dehydration.  We eventually gave into her wishes and gave her another type of cup. The cup performed well.  However, the top section broke at the bottom.  After going on their web site I surmised this happens frequently since they sell that portion separately.",4.0 out of 5 stars
Great cup for people that need this,Father-in-law is at an assisted living facility and needed one. He loves it.,5.0 out of 5 stars
Leaking :(,After the first use it started to leak. I have tried everything to make it not leak but it continues to leak out around the lid. I was excited for this product but disappointed in it since the first use.,1.0 out of 5 stars
Helps prevent choking from taking gulps,Does exactly what it’s supposed to do.,4.0 out of 5 stars
Broken cup.. Without even using it.,The cup broke around the rim when putting the handle on. During assembly. We couldn't even use the cup because it leaks now.,1.0 out of 5 stars
Fluid flow is Right,"However, the cups are large and elderly folks in assisted living facilities tend not to be able to tilt their heads back far enough to get the liquid flowing.  Expensive for plastic cup.  I bought sippy cups at Dollar Store for: . . . $1.",4.0 out of 5 stars
✅,Grandma didn’t like it,1.0 out of 5 stars
will not seal i,"I am not happy with this product, when my husband tries to drink it pours out to fast, if he happens to drop it, it will leak from both sides of the cup",2.0 out of 5 stars
Cup,I liked this product because the flow of water is much smaller,5.0 out of 5 stars
Recommend for certain individuals,Do not recommend ifnyou have difficulty tilting your head back.  Otherwise it’s a great product.,4.0 out of 5 stars
Perfect for dysphagia,Special cup recommended by my Dads speech pathologist. Works perfectly by delivering a tsp of water at a time to keep him from swallowing to much liquid at once,5.0 out of 5 stars
Worth every penny to prevent aspiration pneumonia.,Greatly reduces the risk for aspiration pneumonia to the point that we have bought 3 of these cups. It can save your life or someone you love. Worth every penny.,5.0 out of 5 stars
Dad lOves it,Helps with dysphalgia,5.0 out of 5 stars
For those who want a little sip,"It does exactly as it is advertised to do, thus, the reason for me purchasing it.",5.0 out of 5 stars
Great cup,Worked perfectly for my needs,5.0 out of 5 stars
Lid broke after less than 2 months,"My brother has to have this cup due to his disability causing swallowing issues.  He loves it, but the lid broke in less than two months of use-not very sturdy at all.  Disappointing :(",2.0 out of 5 stars
Terrible Cup,I would like a refund. this item doesnt allow enough water to get out. please contact me: anna_maestrini@yahoo.com to return,1.0 out of 5 stars
It was recommended by his speech therapist after he had a swallow ...,I ordered this for my cousin who has CP. It was recommended by his speech therapist after he had a swallow study performed. If you have a hard time tilting your head up or back then this cup is not for you. We need a cup that would only allow 10cc to enter but we found this cup is a mess for him. We are using a straw with his head tilted down. It just wasn't right for him but I like the idea and feature of it.,2.0 out of 5 stars
cup,Too expensive doesn't work well,1.0 out of 5 stars
Not made very good,Handles won't stay on & it drips! Not worth the money!!,1.0 out of 5 stars
There are better and cheaper options.,We purchased this cup for my father in law by request of his therapist. We received the cup and it leaks like crazy. We can’t return it because it is “ineligible for return” so now we’re stuck with a $30 paperweight.,1.0 out of 5 stars
Pricey,Pricey but worked,4.0 out of 5 stars
throat problems,works great for my son  now he doesn't choke when he takes a drink... would highly recommend this to anyone who has trouble swallowing.....,5.0 out of 5 stars
special cup,Everything is good except leaks at the seam,3.0 out of 5 stars
Great product - Provale cup,"Great for keeping swallows consistent. Used it for someone with swallowing difficulty. Users must put cup down between each sip, which may be difficult for those who tire easily",5.0 out of 5 stars
Leaks all over you,Leaks around the edges. We have never been able to completely use 1 time due to poor fitting of mouth piece to cup. Leaked everywhere.,1.0 out of 5 stars
Cracked lid,The lid cracked within a month of use. Too expensive!,1.0 out of 5 stars
If you're patriot loved one has dementia get them one of these before ...,If you're patriot loved one has dementia get them one of these before they get to sick. It really helped my Dad. Best to only use water in it but you can put other unthickened liquids into it if necessary.Worth every penny. I think everyone who gets dementia ought to be issued one of these sippy cups on the first day.,5.0 out of 5 stars
Must be as able to tilt cup to 90 degrees to work,"My father in law is 95 and to use this cup you have to tilt it at a 90 degree angle he can't do that, so it does not work for him.",1.0 out of 5 stars
expensive,simple devise but way to costly $36.00.  you can use a sippy cup 2.99 from walmart.,3.0 out of 5 stars
Can't use,My dad has Parkinson's so I got this for him because of his constant aspirations. He has been getting pneumonia from aspirating after drinking. Unfortunately he won't use this cup because it looks to much like a sippy cup for a toddler. I found one that he does use which looks like a regular cup but always keeps the liquid at the lip of the cup so the head never has to tilt back to drink. I'm sure this cup works just not for my dad,2.0 out of 5 stars
very bad both leaking,Bought 2 both leaked badly.  Had 2 others in the past with no problems.  These are terrible,1.0 out of 5 stars
"Poor quality, the rim of the lid cracked causing ...","Poor quality, the rim of the lid cracked causing the liquid to drip on to my mother's blouse, another reason for her to dislike using it.  Despite this I will order another to try to lower her risk of choking as I think it serves its purpose",3.0 out of 5 stars
Perfect,Great for the elderly,5.0 out of 5 stars
You need to be patient,"My husband is too impatient to use it, he would rather gulp and choke.",2.0 out of 5 stars
Three Stars,"Does ok, but leaks a lot.",3.0 out of 5 stars
Four Stars,Does not work with thickner,4.0 out of 5 stars
I was very disappointed in the cup,"I purchased the Provale 10cc cup for my 82 yr. old uncle who needs his liquids nectar thick. I was very disappointed in the cup. It did not work and it is not returnable because it is considered a hygiene product.  Too expensive to spend money on something that does not work, I threw the cup away.",3.0 out of 5 stars
Works as advertised,Works as advertised. At least 2 or 3 times a day my mom aspirates when drinking a liquid. The provale cup now makes sure she is not getting too much liquid in her mouth at one time.,5.0 out of 5 stars
The only good thing about this cup is that it delivers the ...,"The only good thing about this cup is that it delivers the perfect amount of liquid which its supposed to do but the worst thing is that it leaks as its tipped up to the mouth and very expensive. For the price of this cup, it should not be leaky at all",1.0 out of 5 stars
Need no moving parts,Too many pieces to be used in a nursing home setting...,1.0 out of 5 stars
Effective product,"Very, very impressed with this cup! My son has not choked on liquids thanks to the cup's small amount of liquid per sip. Some what difficult to separate the parts to wash, but well worth the effort. So pleased that a speech therapist told us about this product!",5.0 out of 5 stars
Good idea,It wasn't suitable for my brother in law condition.,3.0 out of 5 stars
good cup overall,this cup works well for controlling the amount of liquid but it will leak if the handles aren't exactly set correctly.,4.0 out of 5 stars
used in the past,used the product foy my 90 year old mother in the past. works as it says.,4.0 out of 5 stars
Opening up the item,Very hard top open especially for the elderly,2.0 out of 5 stars
Provale Cup to aid swallowing,This cup helps a lot and is worth getting. My husband chokes a lot due to a neurological disease and finds this cup helpful.,5.0 out of 5 stars
Not worth the money,"Bought this cup for my partner who had a massive stroke. The cup is okay for controlling the liquid intake, BUT it leaks around the seal. It's very difficult to tighten the seal, and drips coffee EVERYWHERE. As expensive as this cup is it should work like a charm. Also, I've noticed that the material its made of scratches really easy. I DO NOT own a dishwasher, I wash it with a sponge and I don't know how to explain it, but it's almost like the material is shedding, I do not believe this cup is worth the money. I wouldn't recommend it to anyone, due to the leaking and the way the cup is pealing around the lip, but it is okay for controlling intake of fluid",3.0 out of 5 stars
Wast of money.,Cheep cup for the price.,2.0 out of 5 stars
Five Stars,Very helpful in preventing aspiration.,5.0 out of 5 stars
Just a sip at a time!,Keeps individual from gulping down liquids! Increases her safety during meals.,5.0 out of 5 stars
One Star,The lid was hard to put on and leaked. It is not as hard to take off.,1.0 out of 5 stars
One Star,The cup is very petite and has leakage although closed.,1.0 out of 5 stars
DO NOT USE if you are worried about aspiration.,"While the idea of this product is great, the execution is not. We purchased this product for my 82 year old grandmother who has difficulty swallowing, she aspirates very easily; this has caused her lungs to become infected with pneumonia. The doctor in the hospital suggested that we try this cup which we promptly ordered. Upon receiving the cup I noticed three major flaws:The cup itself is quite large and was a bit cumbersome for her (she is small and currently quite weak from the pneumonia). It was difficult even to hold it myself and help her to drink from it.In the amount of time that it took that one small teaspoon to travel from the bottom of the dosing core to the mouth she took at least four breaths. The whole point of this cup was so that she wouldn't breathe in the liquid. If she is breathing while the liquid is being poured into her mouth then that defeats the purpose.The angle at which she had to tilt her head (all the way back) to finally get the liquid into her mouth is flat out dangerous. To avoid aspiration one is supposed to tilt their chin down, NOT all the way back.While this cup may work well for certain swallowing disorders, I DO NOT recommend that you try it when attempting to avoid aspiration.",1.0 out of 5 stars
Very helpful for my father in law,Completely satisfied,5.0 out of 5 stars
Four Stars,A good solution for swallow-challenged elderly.,4.0 out of 5 stars
Two Stars,My dad has been diagnosed with dysphagia & it made no difference in the drinking for him.,2.0 out of 5 stars
It break so easy. Don't waste your money,It break so easy. Don't waste your money.No star from me but I had to put this crappy star here.,1.0 out of 5 stars
Cup,Great product.,5.0 out of 5 stars
Excellent choice for stroke victims.,The Provale Cup was invaluable in helping my father during that most difficult time right after his mild stroke. Learning to swallow thin liquids is one of the hardest tasks after a stroke. The Provale Cup is an excellent choice to use during this time.,5.0 out of 5 stars
It works,My 90 yr old mom has dysphasia. Cup works great.,4.0 out of 5 stars
One Star,Too hard to put together.,1.0 out of 5 stars
"It worked fine, but needs a little more detail with the ...","Mother had a stroke and had swallowing problems. Dr. prescribed this cup. It worked fine, but needs a little more detail with the way it seals. She had problems with leaking lid.",5.0 out of 5 stars
Four Stars,just what was needed,4.0 out of 5 stars
Four Stars,It works as stated. Controls the amount of liquid you can drink.,4.0 out of 5 stars
So not worth the money. It leaks and the ...,So not worth the money.  It leaks and the lid is hard to get on and off.  Handle broke within a week.,2.0 out of 5 stars
Poor design for such an expense cup,Cup leaks and already cracked.  Poor design for such an expense cup.,1.0 out of 5 stars
Useful cup,Great for honey thickened liquid for children with dysphagia.,5.0 out of 5 stars
One Star,Waste of money. Very disappointed,1.0 out of 5 stars
Five Stars,This product worked just as I expected.  Well made.,5.0 out of 5 stars
A waste of money,Too much effort for too little liquid per sip. A waste  of money.,1.0 out of 5 stars
Five Stars,Perfect. Fast shipping. Thanks.,5.0 out of 5 stars
Works as expected..,Works fine.,3.0 out of 5 stars
One Star,This cup constantly leaks!,1.0 out of 5 stars
The cup is hard to use for both caregiver and ...,The cup is hard to use for both caregiver and patient. It is difficult for the patient to get enough liquid and cleaning it is a chore.,1.0 out of 5 stars
Five Stars,nice,5.0 out of 5 stars
Three Stars,Hard to handle,3.0 out of 5 stars
Good idea,Good idea but did not work well for my son. It just frustrated him on not getting amount he wanted.,2.0 out of 5 stars
Great cup,Perfect for the intended use .Great for patients with difficulty swallowing and keeping from aspiration.,5.0 out of 5 stars
Quality of product was good but the use of cup is not,Quality of product was good but the use of cup is not.  Alzheimer's patient could not tilt cup to drink and cup was very expensive.,3.0 out of 5 stars
Provale cup 5 cc.,Not sure how my cousin managed but he could still suck down more that the 5cc when he wanted to.  He is now on honey thickened liquids so we can no longer use the Provale.,3.0 out of 5 stars
Still too much,Did not adequately regulate the flow.  Was not useful for us.,2.0 out of 5 stars
We use this cup everyday,"This cup delivered what was promised......doses out 5ml sips at a time.  The construction is solid and easy to take apart and clean.  My only complaint is that it does leak a bit when tipped up to drink.  We hold a towel under my daughter's chin anyway (because she doesn't fully swallow) so this leakage doesn't truly bother us.  I read other reviews that said the cup leaked so we were prepared.  Nevertheless, we use this cup everyday and it's great",4.0 out of 5 stars
Lid doesn't fit well.,Lid would not stay on. When lid is inserted into cup the long part of lid barely fits in.,2.0 out of 5 stars
Quality of Cup,"For the price,  I  thought the quality of the cup was only average.  I put it together correctly but it still wants to leak a little.  I also thought it would be insulated, but it's not.  It has improved my mother's choking , so that is helpful.",3.0 out of 5 stars
Great product!,"This product has been a tremendous life saver in the rehabilitation of my husband, after suffering a stroke.  He can drink from this without choking.It is overpriced somewhat, but I don't think the company has any competitors.BC",4.0 out of 5 stars
Leaks,Leaks!! Such a bummer!,1.0 out of 5 stars
Five Stars,Ok,5.0 out of 5 stars
Good product,Worked as advertised.,5.0 out of 5 stars
Five Stars,Bought this for my mother who had swallowing problems.  Worked as expected.,5.0 out of 5 stars
Two Stars,"Great cup, great idea just did not fit our personal needs.",2.0 out of 5 stars
Five Stars,Great item!,5.0 out of 5 stars
Four Stars,It does leak which is very aggravating!!  We HAVE to use it.Waaaay over-priced!!,4.0 out of 5 stars
"Hate it, my husband can't use","Hate it ,my husband can't use it",1.0 out of 5 stars
Pricey but works,I've only used it once and it did what it was supposed to.  Still think it's pricey for a plastic cup though.,5.0 out of 5 stars
provale cup,This item was recommended by speech therapist for a developmentally handicapped person.  He needs two of these for daily use.,5.0 out of 5 stars
This cup is worth buying for people with swallowing problems,"The cup is for my mother. She inhales food and drink into her lungs and needs to drink mostly nectar thick fluids. The cup allows her to drink regular consistency fluids without inhaling it into her lungs. It only allows the person to take one small sip at a time into the mouth. It can be confusing for an older person, as they have to bring the cup down to an upright position between each sip. She did get the hang of it, although when it gets to the bottom, we have to fill it to the fill line again because she can't get the last bit out. Its good, because most people do not like the nectar thick fluids -- especially the water.",4.0 out of 5 stars
Necessity for swallowing issues,"My husband was given a cup like this in the hospital when he was diagnosed w/ aspiration pneumonia which came from swallowing issues.  I then ordered him another so he could be drinking juice in one and water in the other.  Any other liquids he drank had to be thickened.  He has now relearned how to swallow properly so he is no longer using this cup, but it was essential for about 8 weeks.",4.0 out of 5 stars
Works as indicated,Works okay for little sips but not for normal long drinks. Not for thickened liquids as noted by others.WAY TOO PRICEY... Until there is a descent knock off this cup has the monopolyWe'll see how it holds up long term,4.0 out of 5 stars
Five Stars,Great product fast delivery,5.0 out of 5 stars
Provable cups,Greatly helped to go from thickened liquids to no thickened liquids,4.0 out of 5 stars
Five Stars,As described and shipped fast,5.0 out of 5 stars
Two Stars,for the price not worth it.,2.0 out of 5 stars
Three Stars,"leaks and cracks easily, not worth $35.00!!!",3.0 out of 5 stars
Three Stars,"Item received on time, however, the handle comes off when in use.",3.0 out of 5 stars
Three Stars,"It works well, but it is very overpriced for what it is.",3.0 out of 5 stars
Five Stars,Worked well. Shipping was fast.,5.0 out of 5 stars
Provale Cup,My husband needed the 5cc cup as his swallowing problems are getting worse. I originally bought the 10cc Provale Cup. The cups work well and reduce choking.,5.0 out of 5 stars
works great but if not sealed just right it does leak,"works great but if not sealed just right it does leak.  the speech therapist that recommended it said that 1 in 5 of hers leaked as well, sooooo  if you get a leaky one, try to re-seat it or exchange it and hopefully you will get one that fits better",3.0 out of 5 stars
doesn't feel like an adult,small cup...doesn't feel like an adult cup,1.0 out of 5 stars
I purchased these cups for a participant that I support ...,I purchased these cups for a participant that I support that has dysphagia. She reports the cups have worked well and have met her needs to prevent choking and aspiration. They have held up with daily usage,5.0 out of 5 stars
Excellent product,Excellent quality. Easy use for a dysphasia patient. Recommend .,5.0 out of 5 stars
Works as advertised with minor issue.,This is our second cup being used by my mother. On both cups the tab on the top has broken half off. That leaves a sharp edge. Otherwise they still work great.,5.0 out of 5 stars
Four Stars,It worked!,4.0 out of 5 stars
Terrible product,"DO NOT PURCHASE THIS PRODUCT!  Terrible design:  too big/heavy, mouth piece is too thick and causes dripping after attempting to drink from it.  The cup also spills from the lid other than the spout.  Company will not allow you to return the product once it's used.  (So tell me, how would you know if it works unless you use it?)A good company would stand behind their product; this one does not.I will never purchase from this company again.",1.0 out of 5 stars
I love having the technology of this cup to help him ...,Helps my husband to practice his swallows after a severe stroke. I love having the technology of this cup to help him back to full health.,5.0 out of 5 stars
I recommend this product to aid in swallowing and aspiration,"As a speech language pathologist specializing is dysphagia, I recommend this product to aid in swallowing and aspiration prevention",5.0 out of 5 stars
Provale Cup 5cc,Terrible.  Did not work the way I thought it would.  My father has to keep his head straight so he will not choke.  The only way to use this cup properly is to tilt your head way back.  Not good.,2.0 out of 5 stars
Does not work at all with any type of thickened ...,"Does not work at all with any type of thickened liquid.  It was difficult for my dad to use successfully, he was very frustrated.",1.0 out of 5 stars
GREAT CUP!,GREAT CUP!! Our daughter's speech therapist uses one with her and she recommended we get one for home. Works well and our daughter loves her special cup.,5.0 out of 5 stars
Swallow not choke,Great Item that does what it says.  Changed the ease of drinking without choking  I will and I have already recommended this product..,5.0 out of 5 stars
Five Stars,Good cups and a great price!,5.0 out of 5 stars
These blue 5 cc cups did not look nice after several weeks of washing by hand,"The cup works well for its purpose, i.e. to control amount of fluid in one drink.  These blue 5 cc cups did not look nice after several weeks of washing by hand.  Cups that we had purchased several years ago that were the brown 10 cc cups held up much nicer.",4.0 out of 5 stars
product as described,Very useful with individuals I work with who are developmentally disabled. Paces drinking; thereby reducing choking risk.  Will purchase again,5.0 out of 5 stars
Asperating,Used by mother in a nursing home and works well since she is bed ridden. Satisfied with cup. Nurses recommended cup to keep her from as operating water into her lungs.,4.0 out of 5 stars
Perfect!!,Exactly what we needed.  I work in an Elementary School and we ordered this item so our parent didn't have to send it back and forth to school everyday.Thanks!,5.0 out of 5 stars
Five Stars,"While the controlled amount may be frustrating for the user, it is clearly a beneficial tool for the caregiver.",5.0 out of 5 stars
I recommend it to others,"It is working very well for me, I recommend it to others.",5.0 out of 5 stars
cup to use when only small sips are to be taken to help improve swallowing ; cup only works with regular thin liquids,excellent cup for people with swallow difficulty/dysphagia which allows one teaspoon sized sip be taken at a time. recommend not to clean in dishwasher since cup lid does not fit well after cleaned and liquids leak out of cup.,5.0 out of 5 stars
Price,That's a lot of money for plastic pored in a mold.  It does do the job. Merry Christmas and Happy New Year,3.0 out of 5 stars
Is your cup leaking? They have a front and a back!,"I am a speech pathologist and regularly recommend and utilize this cup for my dysphagia patients. Recently made a realization that I think most people don't know. The cups have a front and a back. I have never ordered a brand new cup, I've only utilized existing ones, in the directions it mentions a vent. It is obvious on the lid, but very hard to see on the cup, I can only see it if I hold it up to the light, but you can feel it if you run your finger around the rim on the inside. It also helps to not fill the liquid all the way to the fill line. I have seen a few people ask about putting thickened liquids in these cups; they are for thin liquids only. Also, your loved one / patient will need decent range of motion in their neck/shoulder to utilize the cups. Hope this helps!",5.0 out of 5 stars
This works,My husband used one of these in the hospital due to swallowing difficulties after radiation for tongue cancer. He was choking a lot and getting fluid in his lungs and developed aspiration pneumonia and septic shock. This worked great in the hospital and I want to get him one as he refuses to use thickners in his drinks as advised. When I can afford one I will get him one. So overpriced!,5.0 out of 5 stars
This cup is overpriced and needs to include cleaning directions ...,"This cup is overpriced and needs to include cleaning directions. I have been cleaning the cup for almost three years and even with that, just found mold in the ""tube"" part of it.",2.0 out of 5 stars
"awesome, buy now","buy this item if u experience any difficulty swallowing. it holds enough to keep me satisfied all night. it's easily refilable,& gives me much needed independece (i can roll my weelchair up to my disability sink,& pour water directly into the drink spout) they're pretty durable(i need a new one about every 1.5 years,but i'm not a gentle customer, if it can hang a day with me it's a bit of awesomeness)",5.0 out of 5 stars
The most important thing should be quality and guarantee.,One of the two purchased leaks. need a replacement.,3.0 out of 5 stars
Excellent for adults with dysphagia,"This cup is the only product on the market that I am aware of- that reduces the flow administered during drinking.  I work with adults with developmental disabilities as well as adults with neuro and cognitive deficits, and this product is excellent in helping them reduce the amount of liquid that is swallowed per sip.  I find 5  cc's is desirable with most dysphagic patients who require this level of support.  It can occasionally leak, but I don't find that to be a major problem.  Sturdy design and goes through an industrial dish washer without issue.",5.0 out of 5 stars
Was recommended by my Fathers speech therapist,Was recommended by my Fathers speech therapist. Dad had trouble swallowing after his second stroke and this helped a lot. Worth the price to help prevent choking on liquids and aspiration.Because these portions are smaller you need to take extra precautions to insure the person using the cup is getting enough daily fluid intake.Arrived on time and in great condition.,5.0 out of 5 stars
just great..,"this cup is made of very fragile plastic....my disabled daughter accidentally dropped it after only having it 3 days....the whole top of the cup broke into pieces....just great....$35 cup that didn't last a week.....very disappointed ....they should make these out of more durable materials if they are going to sell to disabled people....accidents happen....i didn't bother with sending it back....just bought something different.....if you are going to be sitting right next to your child/adult and can be responsible for making sure it doesn't drop on the floor, it will probably work for you......but my daughter is on a self feeding program and this was supposed to help",2.0 out of 5 stars
